ChEMBL ID,Smiles,IC50 (nM),pIC50
CHEMBL3276836,O=[N+]([O-])c1cnn2c(O)cc(O)nc12,15000,4.823908741
CHEMBL4096835,O=Cc1cccc(OCc2cn(Cc3ccc4c(c3)C(=O)c3ccccc3C4=O)nn2)c1,15100,4.821023053
CHEMBL1684770,CC(=O)N1N=C(c2ccco2)CC1c1ccc(Cl)cc1,15200,4.818156412
CHEMBL1818934,CC(=O)NC(CC(=O)c1ccco1)c1cccc([N+](=O)[O-])c1,15200,4.818156412
CHEMBL4240552,COc1ccc(-c2nc(-c3ccncc3)cn2O)cc1C#N,15420,4.811915626
CHEMBL3409193,CCOC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,15460,4.81079051
CHEMBL4281832,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)NCc1ccccc1,15550,4.808269607
CHEMBL5172785,CC(=O)OCC1=CC[C@@H]2C(C(=O)NCCC#N)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,15840,4.800244823
CHEMBL5182656,CC(C)CCn1cc(COc2ccccc2C=O)nn1,16030,4.795066478
CHEMBL465836,O=C(O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,16050,4.794524963
CHEMBL4088184,COc1cc(C=O)cc(OC)c1OCc1cn(Cc2ccc3c(c2)C(=O)c2ccccc2C3=O)nn1,16800,4.774690718
CHEMBL4099439,O=c1cc(-c2ccccc2Br)oc2c1ccc1ccccc12,16800,4.774690718
CHEMBL3105609,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc(OC)c(OC)c1,17000,4.769551079
CHEMBL4082111,COc1ccc(Nc2ncnc3c2C(c2ccc(OC)c(OC)c2)c2c(c(=O)oc4ccccc24)O3)cc1,17000,4.769551079
CHEMBL125800,O=C(/C=C/c1ccc(O)c(O)c1)c1cc(O)ccc1O,17000,4.769551079
CHEMBL4209128,O=c1cccc(/N=N/c2cccc(Cl)c2)cc1O,17000,4.769551079
CHEMBL4277659,O=c1cc(-c2ccccc2Br)oc2ccc3ccccc3c12,17070,4.767766479
CHEMBL5184530,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3cccc4[nH]ccc34)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,17510,4.756713854
CHEMBL1449501,CC(=O)N1N=C(c2ccco2)CC1c1ccc(Br)cc1,17600,4.754487332
CHEMBL4289699,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)Nc1ccccc1,17840,4.74860515
CHEMBL4105181,COc1ccc(Nc2ncnc3c2C(c2ccc(O)c(O)c2)c2c(c(=O)oc4ccccc24)O3)cc1,18000,4.744727495
CHEMBL4214657,N#Cc1ccc(/N=N/c2cccc(=O)c(O)c2)cc1C(F)(F)F,18000,4.744727495
CHEMBL3754732,O=C(/C=C/c1ccc(O)c(O)c1O)c1ccc(O)c(O)c1,18000,4.744727495
CHEMBL5172514,CCCCCn1cc(COc2ccccc2C=O)nn1,18140,4.741362717
CHEMBL4285900,C=CCNC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,18160,4.740884156
CHEMBL3798016,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,18500,4.732828272
CHEMBL5203062,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3cncc4ccccc34)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,18530,4.732124581
CHEMBL4285597,O=c1cc(-c2cccc(Cl)c2Cl)oc2ccc3ccccc3c12,18580,4.73095429
CHEMBL2420082,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,18900,4.723538196
CHEMBL1353302,CC(=O)N1N=C(c2ccco2)CC1c1ccc(C)cc1,19200,4.716698771
CHEMBL4170588,CCCCCCCCOc1ccc(NC(=O)c2ccncc2)cc1C#N,19200,4.716698771
CHEMBL4289801,CCCOC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,19310,4.714217726
CHEMBL4096846,O=c1cc(-c2ccccc2I)oc2c1ccc1ccccc12,19400,4.71219827
CHEMBL1818939,CC(=O)NC(CC(=O)c1cc(C)sc1C)c1cccc([N+](=O)[O-])c1,19800,4.70333481
CHEMBL3274329,Brc1nc(-c2cccnc2)[nH]c1Br,20000,4.698970004
CHEMBL459952,CCOC(=O)c1cc(-c2nc(-c3ccnc(C)c3)n[nH]2)ccc1OCC(C)C,20000,4.698970004
CHEMBL1795517,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(OCc3ccc(Br)cc3)c12,20060,4.697669071
CHEMBL5170068,CC(=O)OCC1=CC[C@@H]2C(C(=O)Sc3ccncc3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,20470,4.688882157
CHEMBL2088601,Cc1cccc(C(=O)Nc2cccc(C(=O)/C=C/c3ccc4c(c3)c3ccccc3n4C)c2)c1,20700,4.684029655
CHEMBL462284,Cc1cc(-c2n[nH]c(-c3ccc(OCCOCCOCCCl)c(C#N)c3)n2)ccn1,21000,4.677780705
CHEMBL4294702,COc1cc(O)c2c(=O)c(OC)c(-c3cc(O)c(OC)c(OC)c3)oc2c1,21030,4.677160727
CHEMBL200555,COc1cccc(/C=N/NC(=O)c2ccncc2)c1O,21100,4.675717545
CHEMBL5192716,CC(C)Cn1cc(COc2ccccc2C=O)nn1,21140,4.674895017
CHEMBL4293784,O=C(/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)N1CCCCC1,21240,4.672845488
CHEMBL1684771,COc1ccc(C2CC(c3ccco3)=NN2C(C)=O)cc1,21300,4.671620397
CHEMBL4061956,O=Cc1cc(F)ccc1OCc1cn(Cc2ccccc2)nn1,21500,4.66756154
CHEMBL1818940,CC(=O)NC(CC(=O)c1cc(C)sc1C)c1ccc(Cl)cc1,21700,4.663540266
CHEMBL187265,O=c1c2cc(O)c(O)cc2oc2cc(O)cc(O)c12,21730,4.662940274
CHEMBL5185294,CCC(C)n1cc(COc2ccccc2C=O)nn1,21780,4.661942125
CHEMBL1818936,CC(=O)NC(CC(=O)c1cc(Cl)cs1)c1ccc(Cl)cc1,22000,4.657577319
CHEMBL446790,O=C1CC(c2ccc(O)c(O)c2)Oc2c1c(O)cc(O)c2[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccc(O)cc1,22300,4.651695137
CHEMBL5426784,O=C(/C=C/c1cc(O)cc(O)c1)c1ccc(O)cc1O,22500,4.647817482
CHEMBL4169071,N#Cc1cc(NC(=O)c2ccccn2)ccc1OCc1ccccc1,22600,4.645891561
CHEMBL5185135,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nn3ncc4ccccc43)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,22810,4.641874715
CHEMBL5180638,CC(=O)OCC1=CC[C@@H]2C(C(=O)Sc3cccs3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,22810,4.641874715
CHEMBL1684772,CC(=O)N1N=C(c2ccco2)CC1c1ccc(N(C)C)cc1,23000,4.638272164
CHEMBL4218340,Cc1c(/N=N/c2cccc(=O)c(O)c2)cccc1[N+](=O)[O-],23000,4.638272164
CHEMBL5179125,COC(=O)C1=COC(OC(=O)Nc2ccccc2Br)[C@@H]2C(COC(=O)Nc3ccccc3Br)=CC[C@H]12,23860,4.622329561
CHEMBL3105606,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc(O)cc1,23980,4.620150821
CHEMBL4098383,COc1ccc(Nc2ncnc3c2C(c2ccc(OC)cc2)c2c(c(=O)oc4ccccc24)O3)cc1,24000,4.619788758
CHEMBL4064303,COc1ccc(Nc2ncnc3c2C(c2ccccc2OC)C2=C(CCCC2=O)O3)cc1,24000,4.619788758
CHEMBL461228,COCCOCOc1ccc(-c2nc(-c3ccnc(C)c3)n[nH]2)cc1C#N,24000,4.619788758
CHEMBL459319,COCOc1ccc(-c2nc(-c3ccnc(C)c3)n[nH]2)cc1C#N,24000,4.619788758
CHEMBL4279114,CC(C)OC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,24170,4.61672335
CHEMBL4097924,COc1ccc(Nc2ncnc3c2C(c2ccc(OC)cc2)C2=C(CCCC2=O)O3)cc1,25000,4.602059991
CHEMBL1818935,COc1ccc(OC)c(C(CC(=O)c2cc(Cl)cs2)NC(C)=O)c1,25000,4.602059991
CHEMBL2088598,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccc(F)cc4)c3)ccc21,25800,4.588380294
CHEMBL1818937,CC(=O)NC(CC(=O)c1ccco1)c1ccccc1,26000,4.585026652
CHEMBL462283,CCCCOCCOCCOc1ccc(-c2nc(-c3ccnc(C)c3)n[nH]2)cc1C#N,26000,4.585026652
CHEMBL4078654,COCCOc1ccc(-n2cc(C(=O)O)nn2)cc1C#N,26130,4.58286059
CHEMBL1818904,CC(=O)NC(CC(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,26200,4.581698709
CHEMBL1684765,CC(=O)N1N=C(c2ccco2)CC1c1ccccc1,26400,4.578396073
CHEMBL1684777,COc1cc(C2CC(c3ccco3)=NN2C(C)=O)ccc1O,26800,4.571865206
CHEMBL1818938,CC(=O)NC(CC(=O)c1cccs1)c1ccccc1,27000,4.568636236
CHEMBL1818907,CC(=O)NC(CC(=O)c1ccccc1)c1ccc(Cl)cc1,27100,4.567030709
CHEMBL1684768,CC(=O)N1N=C(c2ccco2)CC1c1cccc(O)c1,27200,4.565431096
CHEMBL1684773,COc1ccc(OC)c(C2CC(c3ccco3)=NN2C(C)=O)c1,27300,4.563837353
CHEMBL4074896,COc1ccc(Nc2ncnc3c2C(c2ccc(O)cc2)C2=C(CCCC2=O)O3)cc1,28000,4.552841969
CHEMBL1684779,CC(=O)N1N=C(c2ccco2)CC1c1ccc2c(c1)OCO2,28100,4.55129368
CHEMBL1818906,CC(=O)NC(CC(=O)c1ccccc1)c1cccc(Br)c1,28100,4.55129368
CHEMBL486253,CC(=O)NC(CC(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,28500,4.54515514
CHEMBL1684774,COc1cc(C2CC(c3ccco3)=NN2C(C)=O)cc(OC)c1OC,28700,4.542118103
CHEMBL5177366,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3cccc(F)c3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,28760,4.541211118
CHEMBL1818908,CC(=O)NC(CC(=O)c1ccccc1)c1ccc(C#N)cc1,29000,4.537602002
CHEMBL4070303,COc1ccc(Nc2ncnc3c2C(c2ccccc2OC)c2c(c(=O)oc4ccccc24)O3)cc1,29000,4.537602002
CHEMBL1684775,COc1ccc(C2CC(c3ccco3)=NN2C(C)=O)cc1OC,29400,4.53165267
CHEMBL4067585,COc1ccc(Nc2ncnc3c2C(c2ccc(O)cc2)c2c(c(=O)oc4ccccc24)O3)cc1,30000,4.522878745
CHEMBL4087635,COc1ccc(Nc2ncnc3c2C(c2cccc(O)c2)C2=C(CCCC2=O)O3)cc1,30000,4.522878745
CHEMBL1684776,COc1cc(OC)c(C2CC(c3ccco3)=NN2C(C)=O)cc1OC,30200,4.519993057
CHEMBL2022882,COc1ccc(-c2cc(O)nc(N)n2)cc1OC,30250,4.519274621
CHEMBL2088593,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccccc4Cl)c3)ccc21,30300,4.518557371
CHEMBL4104562,O=Cc1ccc(OCc2cn(Cc3ccc4c(c3)C(=O)c3ccccc3C4=O)nn2)cc1,30500,4.515700161
CHEMBL5194988,CC(=O)OCC1=CC[C@@H]2C(C(=O)Oc3cncc4ccccc34)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,30670,4.513286224
CHEMBL163316,COc1c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c2c1=O,31600,4.500312917
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,31900,4.496209317
CHEMBL1818930,CC(=O)Nc1cccc(C(=O)CC(NC(C)=O)c2cccc([N+](=O)[O-])c2)c1,32000,4.494850022
CHEMBL1684752,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc([N+](=O)[O-])cc1,32200,4.492144128
CHEMBL1818910,CC(=O)NC(CC(=O)c1ccccc1)c1ccccc1[N+](=O)[O-],32300,4.490797478
CHEMBL5204770,CC(=O)OCC1=CC[C@@H]2C(C(=O)Nc3ccc(C(=O)O)cc3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,32370,4.489857301
CHEMBL4165035,N#Cc1cc(NC(=O)c2cccnc2)ccc1OCc1ccccc1,32800,4.484126156
CHEMBL1684762,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1cccc(Cl)c1Cl,34200,4.465973894
CHEMBL4160555,CC(C)CCOc1ccc(NC(=O)c2cccnc2)cc1C#N,35000,4.455931956
CHEMBL4092891,COc1ccc(Nc2ncnc3c2C(c2cccc(C)c2)C2=C(CCCC2=O)O3)cc1,35000,4.455931956
CHEMBL4088820,COc1ccc(Nc2ncnc3c2C(c2cccc(O)c2)c2c(c(=O)oc4ccccc24)O3)cc1,35000,4.455931956
CHEMBL3274326,N#Cc1nc(-c2cccnc2)[nH]c1C#N,35000,4.455931956
CHEMBL3752751,O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cccc1O,35000,4.455931956
CHEMBL63354,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,35300,4.452225295
CHEMBL5174840,CC(=O)OCC1=CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,35330,4.451856363
CHEMBL471482,COc1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c2c1=O,35600,4.448550002
CHEMBL1684753,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1cccc([N+](=O)[O-])c1,36400,4.438898616
CHEMBL3105601,COC(=O)C1=C(C)Oc2ccc3ccccc3c2C1c1ccc(OC)cc1,36480,4.43794517
CHEMBL5174074,CC(=O)OCC1=CC[C@@H]2C(C(=O)NCc3ccncc3)=CO[C@@H](O[C@@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]12,36590,4.436637591
CHEMBL4062701,COc1ccc(Nc2ncnc3c2C(c2cccc(C)c2)c2c(c(=O)oc4ccccc24)O3)cc1,37000,4.431798276
CHEMBL1684756,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccccc1[N+](=O)[O-],37200,4.42945706
CHEMBL1818902,CC(=O)NC(CC(=O)c1ccccc1)c1ccccc1,38300,4.416801226
CHEMBL4294196,O=C(CCc1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)Nc1ccc(O)cc1,38590,4.413525221
CHEMBL1684755,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1cccc(Br)c1,38700,4.412289035
CHEMBL1224512,O=c1cc(O)cc(/C=C/c2ccc(O)c(O)c2)o1,39720,4.40099076
CHEMBL1818920,CC(=O)NC(CC(=O)c1cccc2ccccc12)c1ccccc1,40000,4.397940009
CHEMBL462497,Cc1cc(-c2n[nH]c(-c3ccc(OCCO)c(C#N)c3)n2)ccn1,40000,4.397940009
CHEMBL4095335,COc1ccc(Nc2ncnc3c2C(c2cc(OC)c(OC)c(OC)c2)C2=C(CCCC2=O)O3)cc1,40000,4.397940009
CHEMBL4079897,COc1ccc(Nc2ncnc3c2C(c2ccccc2)C2=C(CCCC2=O)O3)cc1,40000,4.397940009
CHEMBL4100841,COc1ccc(Nc2ncnc3c2C(c2ccccc2)c2c(c(=O)oc4ccccc24)O3)cc1,40000,4.397940009
CHEMBL3246291,FC(F)(F)c1cnc(-c2cccnc2)[nH]1,40000,4.397940009
CHEMBL1818928,CC(=O)NC(CC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,41000,4.387216143
CHEMBL1684751,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccccc1,41300,4.384049948
CHEMBL1818931,CC(=O)Nc1cccc(C(=O)CC(NC(C)=O)c2ccc(Cl)cc2)c1,41800,4.378823718
CHEMBL1818926,CC(=O)NC(CC(=O)c1ccc(Cl)cc1)c1ccccc1,42000,4.37675071
CHEMBL4061635,COc1ccc(Nc2ncnc3c2C(c2cc(OC)c(OC)c(OC)c2)c2c(c(=O)oc4ccccc24)O3)cc1,42000,4.37675071
CHEMBL4289306,COc1ccc(NC(=O)/C=C/c2ccc(O)c3oc(-c4ccc(O)c(O)c4)cc23)cc1,42190,4.374790475
CHEMBL1818921,CC(=O)NC(CC(=O)c1cccc2ccccc12)c1cccc(Br)c1,42200,4.374687549
CHEMBL2088592,Cn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(NC(=O)c4ccccc4)c3)ccc21,42700,4.369572125
CHEMBL508591,Cc1cc(-c2n[nH]c(-c3ccc(O)c(C#N)c3)n2)ccn1,43000,4.366531544
CHEMBL1818929,COc1ccc(OC)c(C(CC(=O)c2cccc(NC(C)=O)c2)NC(C)=O)c1,43200,4.364516253
CHEMBL1684754,COc1ccc(C2CC(c3cccc4ccccc34)=NN2C(C)=O)cc1,43500,4.361510743
CHEMBL1818905,O=C(CC(NC(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1)c1ccccc1,43600,4.360513511
