Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL3667721,,None,428.88,1,5.95,BDBM157913,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCc2cccc(Cl)c2)c1,IC50,'=',70.4,nM,7.15,,300193,UO_0000065,16.68,0.32,1.2,9.5,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667719,,None,412.42,1,5.43,BDBM157911,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCc2cccc(F)c2)c1,IC50,'=',116.5,nM,6.93,,300191,UO_0000065,16.81,0.31,1.5,9.21,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663161,,None,394.43,1,5.29,BDBM157883,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCc2ccccc2)c1,IC50,'=',52.9,nM,7.28,,300163,UO_0000065,18.45,0.33,1.99,9.67,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667718,,None,412.42,1,5.43,BDBM157910,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCc2ccccc2F)c1,IC50,'=',63.4,nM,7.2,,300190,UO_0000065,17.45,0.32,1.77,9.57,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667708,,None,400.46,1,5.35,BDBM157900,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCc2cccs2)c1,IC50,'=',41.4,nM,7.38,,300180,UO_0000065,18.44,0.35,2.03,9.81,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667709,,None,400.46,1,5.35,BDBM157901,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCc2ccsc2)c1,IC50,'=',17.6,nM,7.75,,300181,UO_0000065,19.36,0.37,2.4,10.3,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667724,,None,376.41,0,3.87,BDBM157916,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCCCCO)c1,IC50,'=',5.9,nM,8.23,,300196,UO_0000065,21.86,0.4,4.36,8.62,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663155,,None,362.39,0,3.48,BDBM157877,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCCCO)c1,IC50,'=',5,nM,8.3,,300157,UO_0000065,22.91,0.42,4.82,8.69,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663158,,None,348.36,0,3.09,BDBM157880,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCCO)c1,IC50,'=',2.4,nM,8.62,,300160,UO_0000065,24.74,0.45,5.53,9.03,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667737,,None,424.46,1,5.17,BDBM157930,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc(OCCOc2ccccc2)c1,IC50,'=',20.9,nM,7.68,,300210,UO_0000065,18.09,0.33,2.51,9.09,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667770,,None,368.3,0,4.04,BDBM157963,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc2c1OC(F)(F)O2,IC50,'=',6.9,nM,8.16,,300243,UO_0000065,22.16,0.41,4.12,9.66,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667730,,None,338.37,0,4.87,BDBM157923,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccc2ccccc12,IC50,'=',7.1,nM,8.15,,300203,UO_0000065,24.08,0.43,3.28,12.34,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667696,,None,364.4,1,5.38,BDBM157888,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1-c1ccccc1,IC50,'=',31.9,nM,7.5,,300168,UO_0000065,20.57,0.37,2.12,11.35,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663151,,None,304.31,0,3.42,BDBM157873,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1O,IC50,'=',4,nM,8.4,,300153,UO_0000065,27.6,0.5,4.98,9.74,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667699,,None,380.4,1,5.51,BDBM157891,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1Oc1ccccc1,IC50,'=',33.2,nM,7.48,,300171,UO_0000065,19.66,0.35,1.97,9.94,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663163,,None,362.34,0,3.18,BDBM157885,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCC(=O)O,IC50,'=',5.1,nM,8.29,,300165,UO_0000065,22.89,0.42,5.11,7.37,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667713,,None,428.88,1,5.95,BDBM157905,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccc(Cl)cc1,IC50,'=',143.2,nM,6.84,,300185,UO_0000065,15.96,0.3,0.89,9.1,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667707,,None,412.42,1,5.43,BDBM157899,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccc(F)cc1,IC50,'=',49.1,nM,7.31,,300179,UO_0000065,17.72,0.32,1.88,9.71,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667706,,None,412.42,1,5.43,BDBM157898,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1cccc(F)c1,IC50,'=',39.8,nM,7.4,,300178,UO_0000065,17.94,0.33,1.97,9.83,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663160,,None,394.43,1,5.29,BDBM157882,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccccc1,IC50,'=',52.4,nM,7.28,,300162,UO_0000065,18.46,0.33,1.99,9.68,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667714,,None,462.43,1,6.31,BDBM157906,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccccc1C(F)(F)F,IC50,'=',255.4,nM,6.59,,300186,UO_0000065,14.26,0.26,0.28,8.76,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667712,,None,428.88,1,5.95,BDBM157904,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccccc1Cl,IC50,'=',54.4,nM,7.26,,300184,UO_0000065,16.94,0.32,1.31,9.65,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667705,,None,412.42,1,5.43,BDBM157897,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccccc1F,IC50,'=',37.5,nM,7.43,,300177,UO_0000065,18.01,0.33,2,9.87,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667710,,None,400.46,1,5.35,BDBM157902,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1cccs1,IC50,'=',27.7,nM,7.56,,300182,UO_0000065,18.87,0.36,2.21,10.04,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667711,,None,400.46,1,5.35,BDBM157903,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCc1ccsc1,IC50,'=',13.7,nM,7.86,,300183,UO_0000065,19.64,0.37,2.51,10.45,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667723,,None,376.41,0,3.87,BDBM157915,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCCCCO,IC50,'=',19.2,nM,7.72,,300195,UO_0000065,20.5,0.38,3.85,8.08,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663154,,None,362.39,0,3.48,BDBM157876,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCCCO,IC50,'=',6,nM,8.22,,300156,UO_0000065,22.69,0.42,4.74,8.61,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663157,,None,348.36,0,3.09,BDBM157879,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCCO,IC50,'=',4,nM,8.4,,300159,UO_0000065,24.11,0.44,5.31,8.8,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667735,,None,424.46,1,5.17,BDBM157928,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccccc1OCCOc1ccccc1,IC50,'=',47,nM,7.33,,300208,UO_0000065,17.26,0.31,2.16,8.67,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667771,,None,353.38,0,4.5,BDBM157964,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccn1-c1ccccc1,IC50,'=',10.1,nM,8,,300244,UO_0000065,22.63,0.4,3.5,11.27,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667772,,None,367.41,0,4.56,BDBM157965,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1cccn1Cc1ccccc1,IC50,'=',15.2,nM,7.82,,300245,UO_0000065,21.28,0.38,3.26,11.02,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667760,,None,278.27,0,3.31,BDBM157953,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1ccco1,IC50,'=',3.6,nM,8.44,,300233,UO_0000065,30.34,0.55,5.13,10.67,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667769,,None,344.4,0,4.93,BDBM157962,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1-c1csc2ccccc12,IC50,'=',5.4,nM,8.27,,300242,UO_0000065,24.01,0.45,3.34,12.52,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667753,,None,302.33,0,3.64,BDBM157946,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1Cc1ccccc1,IC50,'=',8.6,nM,8.07,,300226,UO_0000065,26.68,0.48,4.43,12.22,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667728,,None,316.36,0,3.83,BDBM157921,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1CCc1ccccc1,IC50,'=',3.8,nM,8.42,,300201,UO_0000065,26.62,0.48,4.59,12.75,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667774,,None,306.32,0,3.43,BDBM157967,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1CCc1ccco1,IC50,'=',3.9,nM,8.41,,300247,UO_0000065,27.45,0.5,4.98,10.62,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667775,,None,310.35,0,3.16,BDBM157968,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1CCC1CCCO1,IC50,'=',4.7,nM,8.33,,300248,UO_0000065,26.83,0.49,5.17,11.07,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667764,,None,332.36,0,3.76,BDBM157957,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1COCc1ccccc1,IC50,'=',11.9,nM,7.92,,300237,UO_0000065,23.84,0.43,4.16,10.53,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663144,,None,318.33,0,3.63,BDBM157866,N#Cc1cn(-c2ccc(C(=O)O)cc2)cc1OCc1ccccc1,IC50,'=',7.1,nM,8.15,,300146,UO_0000065,25.6,0.46,4.52,10.83,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663141,,None,345.38,0,4.32,BDBM157863,N#Cc1cn(-c2ccc(C(=O)O)cc2)nc1-c1csc2ccccc12,IC50,'=',7.5,nM,8.12,,300143,UO_0000065,23.52,0.44,3.8,10.3,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667777,,None,332.32,0,2.69,BDBM157970,N#Cc1cn(-c2ccc(C(=O)O)cc2)nc1NC(=O)c1ccccc1,IC50,'=',3.1,nM,8.51,,300250,UO_0000065,25.6,0.46,5.82,7.88,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667778,,None,346.35,0,2.62,BDBM157971,N#Cc1cn(-c2ccc(C(=O)O)cc2)nc1NC(=O)Cc1ccccc1,IC50,'=',4.6,nM,8.34,,300251,UO_0000065,24.07,0.44,5.72,7.72,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663140,,None,319.32,0,3.02,BDBM157862,N#Cc1cn(-c2ccc(C(=O)O)cc2)nc1OCc1ccccc1,IC50,'=',5.8,nM,8.24,,300142,UO_0000065,25.79,0.47,5.22,9.34,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3639665,,None,306.3,0,3.85,BDBM157919,N#Cc1cn(-c2ccc(C(=O)O)cc2F)cc1-c1ccccc1,IC50,'=',6.6,nM,8.18,,300199,UO_0000065,26.71,0.49,4.33,12.39,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3703373,,None,263.26,0,2.6,BDBM153005,N#Cc1cn(-c2ccc(C(=O)O)cn2)c2ccccc12,IC50,'=',72.9,nM,7.14,,293828,UO_0000065,27.11,0.49,4.54,9.04,0,CHEMBL3706304,Inhibition Assay: Test compounds were dissolved in DMSO (Wako) at 40 mM concentration and then diluted to intended concentrations with phosphate-buffered saline (PBS). Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3667878,,None,289.29,0,3.11,BDBM158072,N#Cc1cn(-c2ccc(C(=O)O)cn2)cc1-c1ccccc1,IC50,'=',2.4,nM,8.62,,300352,UO_0000065,29.8,0.54,5.51,10.92,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3663146,,None,304.31,0,3.42,BDBM157868,N#Cc1cn(-c2ccc(O)c(C(=O)O)c2)cc1-c1ccccc1,IC50,'=',120.3,nM,6.92,,300148,UO_0000065,22.74,0.41,3.5,8.02,0,CHEMBL3705368,Inhibition Assay: Xanthine oxidase (from bovine milk,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5558521,,None,307.31,0,3.59,6k,N#Cc1cn(C2CCC2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',250,nM,6.6,,,UO_0000065,21.48,0.39,3.01,7.17,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.25
CHEMBL3652787,,None,306.33,0,3.12,BDBM121538,N#Cc1cn(C2CCC2)c2ccc(-n3cc(C(=O)O)cn3)cc12,IC50,'=',6.9,nM,8.16,,250104,UO_0000065,26.64,0.48,5.04,9.73,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4797238,,None,294.31,0,2.97,2h,N#Cc1cn(C2CCCC2)c2cc(-c3noc(=O)[nH]3)ccc12,IC50,'=',820,nM,6.09,,,UO_0000065,20.68,0.38,3.12,6.95,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,0.82
CHEMBL5559061,,None,321.34,0,3.98,6l,N#Cc1cn(C2CCCC2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',140,nM,6.85,,,UO_0000065,21.33,0.39,2.87,7.45,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,0.14
CHEMBL4792232,,None,294.31,0,2.97,1h,N#Cc1cn(C2CCCC2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',360,nM,6.44,,,UO_0000065,21.89,0.4,3.47,7.35,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,0.36
CHEMBL3652788,,None,320.35,0,3.51,BDBM121539,N#Cc1cn(C2CCCC2)c2ccc(-n3cc(C(=O)O)cn3)cc12,IC50,'=',4.6,nM,8.34,,250105,UO_0000065,26.03,0.47,4.83,9.94,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5407581,,None,369.43,0,4.76,63,N#Cc1cn(C2CCCC2)c2ccc(NC(=O)c3ccc4[nH]cnc4c3)cc12,IC50,'=',620,nM,6.21,,,UO_0000065,16.8,0.3,1.45,7.18,0,CHEMBL5577315,Inhibition of bovine Xanthine oxidase using xanthine as substrate by measuring uric acid formation by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5576085,1,Scientific Literature,RSC Med Chem,2024,None,,INHIBITOR,,0.62
CHEMBL3652802,,None,333.35,0,3.23,BDBM121553,N#Cc1cn(C2CCOC2)c2ccc(-c3cc(C(=O)O)ccn3)cc12,IC50,'=',10,nM,8,,250119,UO_0000065,24,0.44,4.77,9.08,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3652790,,None,322.32,0,2.36,BDBM121541,N#Cc1cn(C2CCOC2)c2ccc(-n3cc(C(=O)O)cn3)cc12,IC50,'=',5.4,nM,8.27,,250107,UO_0000065,25.65,0.47,5.91,8.88,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3652801,,None,317.35,0,3.68,BDBM121552,N#Cc1cn(CC2CC2)c2ccc(-c3cc(C(=O)O)ccn3)cc12,IC50,'=',2.1,nM,8.68,,250118,UO_0000065,27.34,0.49,5,11,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4790472,,None,280.29,0,2.27,1g,N#Cc1cn(CC2CC2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',880,nM,6.06,,,UO_0000065,21.6,0.39,3.79,6.91,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,0.88
CHEMBL3652795,,None,374.32,0,3.83,BDBM121546,N#Cc1cn(CC2CC2)c2ccc(-n3cc(C(=O)O)c(C(F)(F)F)n3)cc12,IC50,'=',21300,nM,4.67,,250112,UO_0000065,12.48,0.24,0.84,5.57,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3652781,,None,306.33,0,2.81,72,N#Cc1cn(CC2CC2)c2ccc(-n3cc(C(=O)O)cn3)cc12,IC50,'=',2.8,nM,8.55,,,UO_0000065,27.92,0.51,5.74,10.2,1,CHEMBL5357597,Inhibition of Bovine milk XO using xanthine as substrate measured after 3 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5356950,1,Scientific Literature,RSC Med Chem,2023,None,TIME = 0.05 hr,INHIBITOR,,2.8
CHEMBL3652781,,None,306.33,0,2.81,BDBM121532,N#Cc1cn(CC2CC2)c2ccc(-n3cc(C(=O)O)cn3)cc12,IC50,'=',2.8,nM,8.55,,250098,UO_0000065,27.92,0.51,5.74,10.2,0,CHEMBL3705290,Inhibition Activity: Xanthine oxidase originated from bovine milk was incubated for 3 min with test compounds,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5556496,,None,422.24,0,4.68,6q,N#Cc1cn(Cc2ccc(Br)cc2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',1170,nM,5.93,,,UO_0000065,14.05,0.3,1.25,6.44,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,1.17
CHEMBL4799174,,None,395.22,0,3.67,1m,N#Cc1cn(Cc2ccc(Br)cc2)c2ccc(-c3noc(=O)[nH]3)cc12,IC50,'=',2070,nM,5.68,,,UO_0000065,14.38,0.31,2.01,6.49,0,CHEMBL4767772,Inhibition of bovine xanthine oxidase assessed as reduction in uric acid formation using xanthine as substrate preincubated for 25 mins followed by substrate addition measured at first 2 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL4765254,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.45 hr,INHIBITOR,,2.07
CHEMBL5542136,,None,377.79,0,4.57,6p,N#Cc1cn(Cc2ccc(Cl)cc2)c2ccc(-c3cc(C(=O)O)no3)cc12,IC50,'=',1260,nM,5.9,,,UO_0000065,15.62,0.3,1.33,6.41,0,CHEMBL5502198,Inhibition of bovine xanthine oxidase using xanthine as substrate by measuring uric acid formation measured 30 secs interval for 5 mins by spectrophotometry analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL5500369,1,Scientific Literature,Eur J Med Chem,2024,None,TIME = 0.08333 hr,INHIBITOR,,1.26
