Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL1684645,,None,378.21,0,4.6,24,CC(=O)N1N=C(c2cccc([N+](=O)[O-])c2)CC1c1cccc(Cl)c1Cl,IC50,'=',58000,nM,4.24,,,UO_0000065,11.2,0.23,-0.36,5.59,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,58
CHEMBL1684642,,None,309.33,0,3.29,21,CC(=O)N1N=C(c2cccc([N+](=O)[O-])c2)CC1c1ccccc1,IC50,'=',79100,nM,4.1,,,UO_0000065,13.26,0.24,0.81,5.41,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,79.1
CHEMBL1684752,,None,359.39,0,4.45,27,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc([N+](=O)[O-])cc1,IC50,'=',32200,nM,4.49,,,UO_0000065,12.5,0.23,0.04,5.93,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,32.2
CHEMBL1684763,,None,358.4,0,4.27,38,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccc2c(c1)OCO2,IC50,'=',47000,nM,4.33,,,UO_0000065,12.08,0.22,0.06,8.46,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,47
CHEMBL1684753,,None,359.39,0,4.45,28,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1cccc([N+](=O)[O-])c1,IC50,'=',36400,nM,4.44,,,UO_0000065,12.35,0.22,-0.01,5.86,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,36.4
CHEMBL1684755,,None,393.28,1,5.3,30,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1cccc(Br)c1,IC50,'=',38700,nM,4.41,,,UO_0000065,11.22,0.24,-0.89,13.51,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,38.7
CHEMBL1684762,,None,383.28,1,5.84,37,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1cccc(Cl)c1Cl,IC50,'=',34200,nM,4.47,,,UO_0000065,11.65,0.23,-1.37,13.67,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,34.2
CHEMBL1684751,,None,314.39,0,4.54,26,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccccc1,IC50,'=',41300,nM,4.38,,,UO_0000065,13.94,0.25,-0.16,13.42,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,41.3
CHEMBL1684756,,None,359.39,0,4.45,31,CC(=O)N1N=C(c2cccc3ccccc23)CC1c1ccccc1[N+](=O)[O-],IC50,'=',37200,nM,4.43,,,UO_0000065,12.32,0.22,-0.02,5.84,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,37.2
CHEMBL1684635,,None,307.4,0,3.45,9,CC(=O)N1N=C(c2ccccc2)CC1c1ccc(N(C)C)cc1,IC50,'=',73600,nM,4.13,,,UO_0000065,13.45,0.25,0.68,11.51,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,73.6
CHEMBL1542147,,None,308.34,0,3.11,14,CC(=O)N1N=C(c2ccccc2)CC1c1ccc2c(c1)OCO2,IC50,'=',70800,nM,4.15,,,UO_0000065,13.46,0.25,1.04,8.12,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,70.8
CHEMBL1684636,,None,333.22,0,4.69,10,CC(=O)N1N=C(c2ccccc2)CC1c1cccc(Cl)c1Cl,IC50,'=',55100,nM,4.26,,,UO_0000065,12.78,0.26,-0.43,13.04,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,55.1
CHEMBL193585,,None,264.33,0,3.38,7,CC(=O)N1N=C(c2ccccc2)CC1c1ccccc1,IC50,'=',61400,nM,4.21,,,UO_0000065,15.93,0.29,0.83,12.89,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,61.4
CHEMBL1684769,,None,299.29,0,2.89,44,CC(=O)N1N=C(c2ccco2)CC1c1ccc([N+](=O)[O-])cc1,IC50,'=',12400,nM,4.91,,,UO_0000065,16.39,0.3,2.02,5.52,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,12.4
CHEMBL1449501,,None,333.19,0,3.74,45,CC(=O)N1N=C(c2ccco2)CC1c1ccc(Br)cc1,IC50,'=',17600,nM,4.75,,,UO_0000065,14.27,0.32,1.01,10.38,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,17.6
CHEMBL1353302,,None,268.32,0,3.29,49,CC(=O)N1N=C(c2ccco2)CC1c1ccc(C)cc1,IC50,'=',19200,nM,4.72,,,UO_0000065,17.58,0.32,1.43,10.3,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,19.2
CHEMBL1684770,,None,288.73,0,3.63,46,CC(=O)N1N=C(c2ccco2)CC1c1ccc(Cl)cc1,IC50,'=',15200,nM,4.82,,,UO_0000065,16.69,0.33,1.19,10.52,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,15.2
CHEMBL1684772,,None,297.36,0,3.04,48,CC(=O)N1N=C(c2ccco2)CC1c1ccc(N(C)C)cc1,IC50,'=',23000,nM,4.64,,,UO_0000065,15.6,0.29,1.6,9.46,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,23
CHEMBL1684779,,None,298.3,0,2.71,56,CC(=O)N1N=C(c2ccco2)CC1c1ccc2c(c1)OCO2,IC50,'=',28100,nM,4.55,,,UO_0000065,15.26,0.28,1.84,7.08,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,28.1
CHEMBL1681820,,None,304.35,0,4.13,57,CC(=O)N1N=C(c2ccco2)CC1c1ccc2ccccc2c1,IC50,'=',91400,nM,4.04,,,UO_0000065,13.27,0.24,-0.09,8.82,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,91.4
CHEMBL1684767,,None,299.29,0,2.89,42,CC(=O)N1N=C(c2ccco2)CC1c1cccc([N+](=O)[O-])c1,IC50,'=',13100,nM,4.88,,,UO_0000065,16.31,0.3,1.99,5.49,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,13.1
CHEMBL1684778,,None,323.18,0,4.28,55,CC(=O)N1N=C(c2ccco2)CC1c1cccc(Cl)c1Cl,IC50,'=',14800,nM,4.83,,,UO_0000065,14.94,0.31,0.55,10.54,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,14.8
CHEMBL1684768,,None,270.29,0,2.68,43,CC(=O)N1N=C(c2ccco2)CC1c1cccc(O)c1,IC50,'=',27200,nM,4.57,,,UO_0000065,16.89,0.31,1.89,6.91,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,27.2
CHEMBL1684765,,None,254.29,0,2.98,40,CC(=O)N1N=C(c2ccco2)CC1c1ccccc1,IC50,'=',26400,nM,4.58,,,UO_0000065,18,0.33,1.6,9.99,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,26.4
CHEMBL1684766,,None,299.29,0,2.89,41,CC(=O)N1N=C(c2ccco2)CC1c1ccccc1[N+](=O)[O-],IC50,'=',14200,nM,4.85,,,UO_0000065,16.2,0.3,1.96,5.45,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,14.2
CHEMBL1684780,,None,255.28,0,2.37,59,CC(=O)N1N=C(c2ccco2)CC1c1ccncc1,IC50,'=',5300,nM,5.28,,,UO_0000065,20.67,0.38,2.91,8.99,0,CHEMBL1687250,Inhibition of bovine Xanthine oxidase assessed as decrease in uric acid production preincubated at 293 nM of compound for 5 mins by spectrophotometry,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1681780,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,5.3
CHEMBL1818941,,None,293.37,0,3.48,3zo,CC(=O)NC(/C=C/c1ccccc1)CC(=O)c1ccccc1,IC50,'=',78300,nM,4.11,,,UO_0000065,14,0.25,0.63,8.89,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,78.3
CHEMBL1818940,,None,335.86,0,4.47,3zn,CC(=O)NC(CC(=O)c1cc(C)sc1C)c1ccc(Cl)cc1,IC50,'=',21700,nM,4.66,,,UO_0000065,13.89,0.29,0.19,10.1,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,21.7
CHEMBL1818939,,None,346.41,0,3.72,3zm,CC(=O)NC(CC(=O)c1cc(C)sc1C)c1cccc([N+](=O)[O-])c1,IC50,'=',19800,nM,4.7,,,UO_0000065,13.58,0.27,0.98,5.27,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,19.8
CHEMBL1818936,,None,342.25,0,4.51,3zj,CC(=O)NC(CC(=O)c1cc(Cl)cs1)c1ccc(Cl)cc1,IC50,'=',22000,nM,4.66,,,UO_0000065,13.61,0.3,0.15,10.09,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,22
CHEMBL1818924,,None,346.77,0,3.7,3x,CC(=O)NC(CC(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1,IC50,'=',45400,nM,4.34,,,UO_0000065,12.52,0.25,0.64,4.86,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,45.4
CHEMBL1818923,,None,312.33,0,3.05,3w,CC(=O)NC(CC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,IC50,'=',48000,nM,4.32,,,UO_0000065,13.83,0.26,1.27,4.84,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,48
CHEMBL1818927,,None,315.8,0,4.1,3za,CC(=O)NC(CC(=O)c1ccc(Cl)cc1)c1ccc(C)cc1,IC50,'=',44600,nM,4.35,,,UO_0000065,13.78,0.27,0.25,9.42,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,44.6
CHEMBL1818928,,None,336.22,0,4.44,3zb,CC(=O)NC(CC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,IC50,'=',41000,nM,4.39,,,UO_0000065,13.05,0.27,-0.05,9.5,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,41
CHEMBL1818926,,None,301.77,0,3.79,3z,CC(=O)NC(CC(=O)c1ccc(Cl)cc1)c1ccccc1,IC50,'=',42000,nM,4.38,,,UO_0000065,14.5,0.28,0.59,9.48,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,42
CHEMBL1818919,,None,396.28,1,5.05,3s,CC(=O)NC(CC(=O)c1ccc2ccccc2c1)c1cccc(Br)c1,IC50,'=',2450,nM,5.61,,,UO_0000065,14.16,0.31,0.56,12.15,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,2.45
CHEMBL1818918,,None,317.39,0,4.29,3r,CC(=O)NC(CC(=O)c1ccc2ccccc2c1)c1ccccc1,IC50,'=',8500,nM,5.07,,,UO_0000065,15.98,0.29,0.78,10.98,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,8.5
CHEMBL1818922,,None,362.39,0,4.2,3v,CC(=O)NC(CC(=O)c1cccc2ccccc12)c1cccc([N+](=O)[O-])c1,IC50,'=',44000,nM,4.36,,,UO_0000065,12.02,0.22,0.16,4.88,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,44
CHEMBL1818921,,None,396.28,1,5.05,3u,CC(=O)NC(CC(=O)c1cccc2ccccc12)c1cccc(Br)c1,IC50,'=',42200,nM,4.38,,,UO_0000065,11.04,0.24,-0.68,9.48,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,42.2
CHEMBL1818920,,None,317.39,0,4.29,3t,CC(=O)NC(CC(=O)c1cccc2ccccc12)c1ccccc1,IC50,'=',40000,nM,4.4,,,UO_0000065,13.86,0.25,0.11,9.53,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,40
CHEMBL486253,,None,312.33,0,3.05,3f,CC(=O)NC(CC(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,IC50,'=',28500,nM,4.54,,,UO_0000065,14.55,0.27,1.5,5.09,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,28.5
CHEMBL1818908,,None,292.34,0,3.01,3h,CC(=O)NC(CC(=O)c1ccccc1)c1ccc(C#N)cc1,IC50,'=',29000,nM,4.54,,,UO_0000065,15.52,0.28,1.53,6.49,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,29
CHEMBL1818907,,None,301.77,0,3.79,3g,CC(=O)NC(CC(=O)c1ccccc1)c1ccc(Cl)cc1,IC50,'=',27100,nM,4.57,,,UO_0000065,15.13,0.3,0.78,9.89,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,27.1
CHEMBL1818915,,None,317.39,0,4.29,3o,CC(=O)NC(CC(=O)c1ccccc1)c1ccc2ccccc2c1,IC50,'=',53000,nM,4.28,,,UO_0000065,13.47,0.24,-0.01,9.26,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,53
CHEMBL1818904,,None,312.33,0,3.05,3c,CC(=O)NC(CC(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1,IC50,'=',26200,nM,4.58,,,UO_0000065,14.67,0.27,1.53,5.13,0,CHEMBL1820933,Inhibition of bovine milk xanthine oxidase assessed as decrease of uric acid formation preincubated for 5 mins by UV-visible spectrophotometric analysis,B,BAO_0000357,single protein format,Bos taurus,None,None,None,None,,,,CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,SINGLE PROTEIN,CHEMBL1817586,1,Scientific Literature,Bioorg Med Chem,2011,None,,,,26.2
